uid,tweet,lemmatization,pos_tags,sentiment_score,sentiment_label
13565,zartajgulwazir maien apka fan apki harqat ny mjh disappoint kr dia marit dahjian ora duli hy apni,zartajgulwazir maien apka fan apki harqat ny mjh disappoint kr dia marit dahjian os duli hy apni,zartajgulwazir/NN maien/NN apka/NN fan/NN apki/JJ harqat/NN ny/NN mjh/NN disappoint/NN kr/NN dia/NN marit/NN dahjian/JJ ora/NN duli/NN hy/NN apni/NN,0.0,neutral
10502,darshanvmehta u r geniu say better nepal bangladesh airport global point view tusi great ho bhaiii,darshanvmehta u r geniu say good nepal bangladesh airport global point view tusi great ho bhaiii,darshanvmehta/NN u/JJ r/NN geniu/NNS say/VBP better/JJR nepal/JJ bangladesh/JJ airport/NN global/JJ point/NN view/NN tusi/VBP great/JJ ho/NN bhaiii/NN,1.0,positive
39942,sardanarohit br sharma ashutosh ji gaana fit baith jalti duniya jalti jal,sardanarohit br sharma ashutosh ji gaana fit baith jalti duniya jalti jal,sardanarohit/NN br/NN sharma/NN ashutosh/NN ji/NN gaana/NN fit/NN baith/NN jalti/NN duniya/NN jalti/NN jal/NN,0.0,neutral
27468,rt thephotoist thomasjtobin i cant believ jew let remind you one definit word cathol,rt thephotoist thomasjtobin i cant believ jew let remind you one definit word cathol,rt/JJ thephotoist/NN thomasjtobin/NN i/NN cant/VBP believ/NN jew/NN let/NN remind/VB you/PRP one/CD definit/NN word/NN cathol/NN,0.0,neutral
4725,tekeea lmfaooo ™ bad ™ think,tekeea lmfaooo ™ bad ™ think,tekeea/NN lmfaooo/NN ™/NNP bad/JJ ™/NNP think/NN,1.0,positive
20928,joeyogesharmi ragarwal hawww ladai karaog ã sir agro sir i one routin us d,joeyogesharmi ragarwal hawww ladai karaog ã sir agro sir i one routin u d,joeyogesharmi/NN ragarwal/NN hawww/NN ladai/NN karaog/NN ã/NNP sir/NN agro/NN sir/NN i/VBP one/CD routin/NN us/PRP d/VBP,0.0,neutral
11007,hazir hojaen compet ilsliy appoint gya meritkajanaza,hazir hojaen compet ilsliy appoint gya meritkajanaza,hazir/NN hojaen/NN compet/NN ilsliy/JJ appoint/NN gya/NN meritkajanaza/NN,0.0,neutral
961,pakistan ne worldcup match bi windi hara,pakistan ne worldcup match bi windi hara,pakistan/NN ne/JJ worldcup/NN match/NN bi/NN windi/NN hara/NN,0.0,neutral
17827,zinda dil saanson sanam tere dil basa pehla pyar tu aakh,zinda dil saanson sanam tere dil basa pehla pyar tu aakh,zinda/NN dil/NN saanson/NN sanam/NN tere/RB dil/JJ basa/NN pehla/NN pyar/NN tu/NN aakh/NN,1.0,positive
18144,sakhtarmengal ap fakhar hoo apko allah lambi umar waqai izzat aik qatra bahot azeem khuch l,sakhtarmengal ap fakhar hoo apko allah lambi umar waqai izzat aik qatra bahot azeem khuch l,sakhtarmengal/JJ ap/NN fakhar/NN hoo/NN apko/NN allah/NN lambi/NN umar/JJ waqai/NN izzat/NN aik/NN qatra/JJ bahot/NN azeem/VBP khuch/JJ l/NN,1.0,positive
10740,bolo incindia aamaadmiparty aitcoffici yadavakhilesh mayawati etc jitni energi evm kosne dosh de,bolo incindia aamaadmiparty aitcoffici yadavakhilesh mayawati etc jitni energi evm kosne dosh de,bolo/NN incindia/NN aamaadmiparty/NN aitcoffici/NN yadavakhilesh/JJ mayawati/NN etc/FW jitni/NN energi/NN evm/NN kosne/FW dosh/NN de/IN,0.0,neutral
9397,rssurjewala rahul bhaiya best leader nagar nigam,rssurjewala rahul bhaiya best leader nagar nigam,rssurjewala/NN rahul/NN bhaiya/NN best/JJS leader/NN nagar/NN nigam/NN,0.0,neutral
18102,ndtv be kamine rahulgandhi tere dada nehru leke tuj kisine aajtak indian bare socha sale te,ndtv be kamine rahulgandhi tere dada nehru leke tuj kisine aajtak indian bare socha sale te,ndtv/RB be/VB kamine/JJ rahulgandhi/NN tere/EX dada/JJ nehru/NN leke/NN tuj/NN kisine/NN aajtak/NN indian/JJ bare/NN socha/JJ sale/NN te/NN,0.0,neutral
6389,rt mtvmusicuk ÿž ‰ one week until mtv present in plymouth ÿž ‰ we cant wait head south coast bring week exclus eve,rt mtvmusicuk ÿž ‰ one week until mtv present in plymouth ÿž ‰ we cant wait head south coast bring week exclus eve,rt/NN mtvmusicuk/NN ÿž/NNP ‰/NNP one/CD week/NN until/IN mtv/JJ present/NN in/IN plymouth/NN ÿž/JJ ‰/NN we/PRP cant/VBP wait/JJ head/NN south/VBD coast/JJ bring/NN week/NN exclus/NN eve/VBP,0.0,neutral
37056,aabed nawal i love movi shah look cute also nawal hope feel better wish,aabed nawal i love movi shah look cute also nawal hope feel well wish,aabed/IN nawal/JJ i/NN love/VBP movi/NN shah/NN look/NN cute/NN also/RB nawal/RB hope/VBP feel/VB better/RB wish/JJ,1.0,positive
10646,chuoo cho samaatv nazarya paise dosra naam aor pakistan nawaz sharif ÿ ˜ ‰ ÿ ˜,chuoo cho samaatv nazarya paisa dosra naam aor pakistan nawaz sharif ÿ ˜ ‰ ÿ ˜,chuoo/NN cho/NN samaatv/NN nazarya/JJ paise/NN dosra/NN naam/JJ aor/NN pakistan/NN nawaz/NN sharif/NN ÿ/NNP ˜/NNP ‰/NNP ÿ/NNP ˜/NN,1.0,positive
21802,pmlnrida ye besharamon hakoomat siref upna ullu sidha kerna ata pehli economi ka bera gharaq kia ub j,pmlnrida ye besharamon hakoomat siref upna ullu sidha kerna ata pehli economi ka bera gharaq kia ub j,pmlnrida/NN ye/NN besharamon/NN hakoomat/NN siref/NN upna/JJ ullu/JJ sidha/NN kerna/NN ata/NN pehli/NN economi/NN ka/NN bera/NN gharaq/NN kia/NN ub/JJ j/NN,0.0,neutral
33126,rt socialchart bollywood fokat spain honeymoon aayenge without know jack shit footbal,rt socialchart bollywood fokat spain honeymoon aayenge without know jack shit footbal,rt/JJ socialchart/NN bollywood/NN fokat/NN spain/NN honeymoon/NN aayenge/NN without/IN know/JJ jack/NN shit/NN footbal/NN,0.0,neutral
5682,ddnewshindi prakashjavdekar hon ™ ble prakash javadekar sir there noth import protect en,ddnewshindi prakashjavdekar hon ™ ble prakash javadekar sir there noth import protect en,ddnewshindi/NN prakashjavdekar/NN hon/NN ™/NNP ble/JJ prakash/NN javadekar/NN sir/NN there/RB noth/DT import/NN protect/NN en/NN,-1.0,negative
41726,icc cricketworldcup yack bhukmari preshaan aatama toss coin chura kr bhag jae etne loan hei en logo,icc cricketworldcup yack bhukmari preshaan aatama toss coin chura kr bhag jae etne loan hei en logo,icc/JJ cricketworldcup/NN yack/NN bhukmari/NN preshaan/NN aatama/NN toss/IN coin/NN chura/NN kr/NN bhag/NN jae/NN etne/NN loan/NN hei/NN en/IN logo/NN,0.0,neutral
23617,dipak jad flipkartstori flipkart iss side wide left sambhal jana girega saale adrenexbyflipkart adrenex jo,dipak jad flipkartstori flipkart iss side wide leave sambhal jana girega saale adrenexbyflipkart adrenex jo,dipak/NN jad/NN flipkartstori/JJ flipkart/JJ iss/JJ side/NN wide/JJ left/VBD sambhal/JJ jana/NN girega/JJ saale/JJ adrenexbyflipkart/NN adrenex/NN jo/NN,0.0,neutral
16201,jiya sharma ye trp ye known ye need attent such coward who watch tv hom,jiya sharma ye trp ye know ye need attent such coward who watch tv hom,jiya/NN sharma/NN ye/NN trp/NN ye/NN known/VBN ye/RB need/JJ attent/NN such/JJ coward/NN who/WP watch/VBP tv/NN hom/NN,0.0,neutral
8258,anjanaomkashyap khuda baithe godi media mei pravakta bhejna sama,anjanaomkashyap khuda baithe godi medium mei pravakta bhejna sama,anjanaomkashyap/NN khuda/VBZ baithe/JJ godi/JJ media/NNS mei/NN pravakta/NN bhejna/NN sama/NN,-1.0,negative
17711,muje insaf dila payega rojgari paisa deta frod company nahi,muje insaf dila payega rojgari paisa deta frod company nahi,muje/NN insaf/NN dila/NN payega/NN rojgari/NN paisa/NN deta/NN frod/NN company/NN nahi/NN,1.0,positive
4343,rt eidinmanchest eid in the park manchest the biggest best eid yet don ™ miss incred bless day ÿ ’ ÿžšÿž ‰,rt eidinmanchest eid in the park manchest the big best eid yet don ™ miss incred bless day ÿ ’ ÿžšÿž ‰,rt/NN eidinmanchest/JJS eid/NN in/IN the/DT park/NN manchest/JJS the/DT biggest/JJS best/JJS eid/NN yet/RB don/JJ ™/NN miss/NN incred/VBD bless/JJ day/NN ÿ/NNP ’/NNP ÿžšÿž/NNP ‰/NN,1.0,positive
18337,veri true farzanawrit nukti khare probabl seem bhopal contribut vast list,veri true farzanawrit nukti khare probabl seem bhopal contribut vast list,veri/NN true/JJ farzanawrit/NN nukti/NN khare/NN probabl/NN seem/VBP bhopal/JJ contribut/NN vast/JJ list/NN,0.0,neutral
34862,timesnow narendramodi thenewshour navikakumar saal vikash dalli media pulwana attack ke,timesnow narendramodi thenewshour navikakumar saal vikash dalli medium pulwana attack ke,timesnow/JJ narendramodi/RB thenewshour/JJ navikakumar/NN saal/NN vikash/NN dalli/NN media/NNS pulwana/VBP attack/NN ke/NN,0.0,neutral
176,drashtisuppot drashtidhamiweb drashti drashti tomar gurmeet choudhari kyon nahin,drashtisuppot drashtidhamiweb drashti drashti tomar gurmeet choudhari kyon nahin,drashtisuppot/NN drashtidhamiweb/NN drashti/NN drashti/NN tomar/NN gurmeet/NN choudhari/NN kyon/NN nahin/IN,0.0,neutral
32659,pakistani awam shaoor corruption bachane lie awam dhaal banate sarkon awam zaleel hain,pakistani awam shaoor corruption bachane lie awam dhaal banate sarkon awam zaleel hain,pakistani/NN awam/NN shaoor/JJ corruption/NN bachane/NN lie/NN awam/NN dhaal/NN banate/NN sarkon/NN awam/NN zaleel/NN hain/NN,0.0,neutral
27004,narendramodi nitin gadkari may lord bliss u good futur health long life lightn india,narendramodi nitin gadkari may lord bliss u good futur health long life lightn india,narendramodi/JJ nitin/NNS gadkari/NN may/MD lord/VB bliss/VB u/JJ good/JJ futur/NN health/NN long/JJ life/NN lightn/NN india/NN,1.0,positive
18963,kuch ú polit leadership waja ptm support kr rahey aisey gadhon public toilet le band kr,kuch ú polit leadership waja ptm support kr rahey aisey gadhon public toilet le band kr,kuch/JJ ú/NNP polit/NN leadership/NN waja/NN ptm/JJ support/NN kr/VBD rahey/JJ aisey/JJ gadhon/NNS public/JJ toilet/NN le/NN band/NN kr/NN,0.0,neutral
22444,raikaikunai jada offici ™ ÿ ˜ ­ ÿ ˜ ­ i ™ keep ™ updat ÿ ´,raikaikunai jada offici ™ ÿ ˜ ­ ÿ ˜ ­ i ™ keep ™ updat ÿ ´,raikaikunai/NN jada/NN offici/NN ™/NNP ÿ/NNP ˜/NNP ­/NNP ÿ/NNP ˜/NNP ­/NNP i/NN ™/VBP keep/VB ™/NNP updat/JJ ÿ/NNP ´/NN,1.0,positive
40231,maryamnsharif madam thank u much buhat gareebo ic sarak py aany bhoke hatam hogai n buhat bim,maryamnsharif madam thank u much buhat gareebo ic sarak py aany bhoke hatam hogai n buhat bim,maryamnsharif/NN madam/NN thank/VBD u/JJ much/RB buhat/IN gareebo/JJ ic/NN sarak/NN py/NN aany/JJ bhoke/VBD hatam/JJ hogai/NN n/NN buhat/IN bim/NN,1.0,positive
3892,rt norafatehi main turpeya dur turpeyasong out now,rt norafatehi main turpeya dur turpeyasong out now,rt/NN norafatehi/NN main/JJ turpeya/NN dur/NN turpeyasong/IN out/RB now/RB,0.0,neutral
14812,roflgandhi anubhavsinha nahi chalegi achhi film chalti faltu drama jaatpaat su,roflgandhi anubhavsinha nahi chalegi achhi film chalti faltu drama jaatpaat su,roflgandhi/NN anubhavsinha/NN nahi/JJ chalegi/NN achhi/NN film/NN chalti/NN faltu/JJ drama/NN jaatpaat/NN su/NN,-1.0,negative
20898,bittusempir arunbajpairajan ek atanki musalman vaseem desh ashanti paida nirdosh bjp ka,bittusempir arunbajpairajan ek atanki musalman vaseem desh ashanti paida nirdosh bjp ka,bittusempir/NN arunbajpairajan/NN ek/NN atanki/JJ musalman/NN vaseem/VBP desh/JJ ashanti/NN paida/NN nirdosh/JJ bjp/NN ka/NN,0.0,neutral
480,kudo guy well deserv win uclfinal mawulorm salah mane keli tasha deladem kludz desmond kumeko paschal anfield kale,kudo guy well deserv win uclfinal mawulorm salah mane keli tasha deladem kludz desmond kumeko paschal anfield kale,kudo/NN guy/NN well/RB deserv/RB win/VBP uclfinal/JJ mawulorm/NN salah/NN mane/NN keli/NN tasha/NN deladem/NN kludz/FW desmond/NN kumeko/NN paschal/JJ anfield/NN kale/NN,0.0,neutral
35470,manojtiwarimp nsitharaman narendramodi amitshah bjpdelhi bjpindia jai hind jai bharat jai sri ram bhaiya abki bar delhi fateh,manojtiwarimp nsitharaman narendramodi amitshah bjpdelhi bjpindia jai hind jai bharat jai sri ram bhaiya abki bar delhi fateh,manojtiwarimp/NN nsitharaman/JJ narendramodi/JJ amitshah/NN bjpdelhi/NN bjpindia/NN jai/NN hind/NN jai/NN bharat/NN jai/NN sri/NN ram/NN bhaiya/NN abki/JJ bar/NN delhi/NN fateh/NN,-1.0,negative
14963,iveenakhan javerias shame aukaat raho tm kch follow kia bn gae tmare aukaat bhr nikal gai tm,iveenakhan javerias shame aukaat raho tm kch follow kia bn gae tmare aukaat bhr nikal gai tm,iveenakhan/NN javerias/NN shame/NN aukaat/JJ raho/NN tm/NN kch/VBD follow/JJ kia/NN bn/NN gae/NN tmare/NN aukaat/JJ bhr/NN nikal/NN gai/NN tm/NN,-1.0,negative
41150,asadowaisi sale suwar sudhar teri jubaan chalne lgi katni padegi desh,asadowaisi sale suwar sudhar teri jubaan chalne lgi katni padegi desh,asadowaisi/JJ sale/NN suwar/NN sudhar/NN teri/NN jubaan/NN chalne/NN lgi/NN katni/NN padegi/NN desh/NN,-1.0,negative
42667,narendramodi shri narendra modi ji pranam prabhavit man milne aa,narendramodi shri narendra modi ji pranam prabhavit man milne aa,narendramodi/JJ shri/NN narendra/NN modi/NN ji/NN pranam/NN prabhavit/NN man/NN milne/NN aa/NN,1.0,positive
13470,sarfraz kuttey bacha tumney shoaib malik asif q west indi k captainci nahi ja,sarfraz kuttey bacha tumney shoaib malik asif q west indi k captainci nahi ja,sarfraz/NN kuttey/NN bacha/NN tumney/NN shoaib/NN malik/NN asif/NN q/NN west/JJS indi/JJ k/NN captainci/NN nahi/NN ja/NN,0.0,neutral
33834,officialurmila incmumbai himmat hariye kousis walo ekdin janta moujuda sarkar na,officialurmila incmumbai himmat hariye kousis walo ekdin janta moujuda sarkar na,officialurmila/JJ incmumbai/NN himmat/NN hariye/NN kousis/NN walo/NN ekdin/NN janta/NN moujuda/NN sarkar/NN na/NN,-1.0,negative
26310,bhaidujana dwivedi bsdk pakistani baap jaan paye marege bsdk tera thekedar jo pa,bhaidujana dwivedi bsdk pakistani baap jaan paye marege bsdk tera thekedar jo pa,bhaidujana/NN dwivedi/NN bsdk/NN pakistani/NN baap/NN jaan/NN paye/NN marege/NN bsdk/NN tera/NN thekedar/NN jo/NN pa/NN,1.0,positive
32687,kanika jii mat bahao khoon gairo ehsas h ho jaana door jhoote logo,kanika jii mat bahao khoon gairo ehsas h ho jaana door jhoote logo,kanika/FW jii/NN mat/NN bahao/NN khoon/NN gairo/NN ehsas/NN h/NN ho/NN jaana/NN door/NN jhoote/NN logo/NN,1.0,positive
35488,dear paresh ji mani mani happi return day kai janam dino ki kadi jhilmilaate rahen banke khusiyon ki ladi,dear paresh ji mani mani happi return day kai janam dino ki kadi jhilmilaate rahen banke khusiyon ki ladi,dear/JJ paresh/JJ ji/NN mani/NN mani/NN happi/JJ return/NN day/NN kai/VBD janam/NN dino/NN ki/NN kadi/NN jhilmilaate/NN rahen/NN banke/NN khusiyon/NN ki/NN ladi/NN,-1.0,negative
11910,pmo namo modi ji jeet badhai ab umid vinati currupt free india kaam jo,pmo namo modi ji jeet badhai ab umid vinati currupt free india kaam jo,pmo/NN namo/CC modi/NN ji/NN jeet/NN badhai/NN ab/NN umid/JJ vinati/NNS currupt/VBP free/JJ india/NN kaam/NN jo/NN,1.0,positive
18564,shafaq x i like confid kaash confid hamari team ajai,shafaq x i like confid kaash confid hamari team ajai,shafaq/NN x/NN i/NN like/IN confid/NN kaash/NN confid/NN hamari/NN team/NN ajai/NN,1.0,positive
32618,pib india kirantishapand naqvimukhtar heartfelt congratul all best futur endeavour,pib india kirantishapand naqvimukhtar heartfelt congratul all best futur endeavour,pib/NN india/NN kirantishapand/NN naqvimukhtar/NN heartfelt/VBD congratul/JJ all/DT best/JJS futur/NNS endeavour/VBP,1.0,positive
41276,may allah swt forgiv us parent sin may imaan strengthen day pass i,may allah swt forgiv u parent sin may imaan strengthen day pas i,may/MD allah/VB swt/NN forgiv/NN us/PRP parent/VBP sin/NN may/MD imaan/VB strengthen/JJ day/NN pass/NN i/NN,1.0,positive
43171,piyushgoyal narendramodi sureshpprabhu yes best rail minist aapko bhut bhut badhaiya v hardik shubhkamna sabji,piyushgoyal narendramodi sureshpprabhu yes best rail minist aapko bhut bhut badhaiya v hardik shubhkamna sabji,piyushgoyal/NN narendramodi/JJ sureshpprabhu/JJ yes/RB best/JJS rail/JJ minist/NN aapko/NN bhut/NN bhut/NN badhaiya/NN v/NN hardik/NN shubhkamna/NN sabji/NN,1.0,positive
6450,rt asmaasiff whoever read allah apko tamam khushiyon nawazay apki sari pareshaniyan door krdi,rt asmaasiff whoever read allah apko tamam khushiyon nawazay apki sari pareshaniyan door krdi,rt/NN asmaasiff/NN whoever/WP read/VBP allah/JJ apko/JJ tamam/NN khushiyon/NN nawazay/JJ apki/NN sari/NN pareshaniyan/JJ door/NN krdi/NN,1.0,positive
13775,har jagah pathano humili ka nishana banatey while rest pakistani boiss way,har jagah pathano humili ka nishana banatey while rest pakistani boiss way,har/NN jagah/NN pathano/NN humili/NN ka/NN nishana/JJ banatey/NN while/IN rest/NN pakistani/NN boiss/JJ way/NN,1.0,positive
22635,anuragkashyap ghatiya c grade pictur demaag hogaya ganjedi saala phook,anuragkashyap ghatiya c grade pictur demaag hogaya ganjedi saala phook,anuragkashyap/NN ghatiya/NN c/NN grade/VBD pictur/JJ demaag/NN hogaya/NN ganjedi/NN saala/NN phook/NN,-1.0,negative
31014,shahbaztaseer ye jhal jhal k maray ga gaandu ase gandi nasal ha modi ka prostitut wala pajama nae dekhta,shahbaztaseer ye jhal jhal k maray ga gaandu ase gandi nasal ha modi ka prostitut wala pajama nae dekhta,shahbaztaseer/NN ye/NN jhal/NN jhal/NN k/NN maray/NN ga/NN gaandu/NN ase/NN gandi/NN nasal/NN ha/NN modi/NN ka/NN prostitut/NN wala/NN pajama/NN nae/NN dekhta/NN,-1.0,negative
20349,mecchi gautamgambhir bjpindia mimichakraborti nusratchirp no rss nahi sikhata aaaps mai bair rakhna ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚,mecchi gautamgambhir bjpindia mimichakraborti nusratchirp no r nahi sikhata aaaps mai bair rakhna ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚,mecchi/NNS gautamgambhir/VBP bjpindia/JJ mimichakraborti/NN nusratchirp/VBZ no/DT rss/NN nahi/RB sikhata/JJ aaaps/NNS mai/VBP bair/NN rakhna/NN ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NN,-1.0,negative
43692,nidhichoudhari aniljoseph i alway godse jindabaad pakistan murdabad,nidhichoudhari aniljoseph i alway godse jindabaad pakistan murdabad,nidhichoudhari/JJ aniljoseph/NN i/NN alway/VBP godse/NN jindabaad/NN pakistan/NN murdabad/NN,1.0,positive
17318,nailainayat koi bade walley c e bataye war jihad spread islam geographi k,nailainayat koi bade walley c e bataye war jihad spread islam geographi k,nailainayat/JJ koi/NN bade/NN walley/NN c/NN e/NN bataye/JJ war/NN jihad/VBD spread/JJ islam/NN geographi/NN k/NN,0.0,neutral
26255,ashishsharma realli ashishji years cgm complt umid rakhte gehra prabhav,ashishsharma realli ashishji year cgm complt umid rakhte gehra prabhav,ashishsharma/JJ realli/NN ashishji/NN years/NNS cgm/VBP complt/NN umid/JJ rakhte/NN gehra/NN prabhav/NN,1.0,positive
21686,uppal sonamohapatra bhosdiwale likhna kyu gaand mra h chutiy fuck dumb cunt angrez laud aulaad,uppal sonamohapatra bhosdiwale likhna kyu gaand mra h chutiy fuck dumb cunt angrez laud aulaad,uppal/JJ sonamohapatra/JJ bhosdiwale/NN likhna/NN kyu/NN gaand/NN mra/NN h/NN chutiy/JJ fuck/NN dumb/JJ cunt/NN angrez/NN laud/NN aulaad/NN,-1.0,negative
15928,amitshah hamare desh ke pati bjp jit gai hai jit ke khusi orissa me fany tufan me garibo ke barbad hue ghar ko ba,amitshah hamare desh ke pati bjp jit gai hai jit ke khusi orissa me fany tufan me garibo ke barbad hue ghar ko ba,amitshah/NN hamare/NN desh/JJ ke/NN pati/NN bjp/NN jit/NN gai/NN hai/NN jit/NN ke/NN khusi/NN orissa/IN me/PRP fany/JJ tufan/VB me/PRP garibo/JJ ke/FW barbad/NN hue/NN ghar/NN ko/NN ba/NN,1.0,positive
34835,ianishchawla desi famili love care everi moment bimaar h khichdii khaandan khta ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚,ianishchawla desi famili love care everi moment bimaar h khichdii khaandan khta ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚,ianishchawla/NN desi/NN famili/NN love/NN care/NN everi/JJ moment/NN bimaar/NN h/NN khichdii/NN khaandan/NN khta/NN ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NN,1.0,positive
37287,tum jeeto ya haaro hamein tum sy pyaar hai ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ well done windiescricket perform pakistani team ver,tum jeeto ya haaro hamein tum sy pyaar hai ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ well do windiescricket perform pakistani team ver,tum/NN jeeto/NN ya/NN haaro/NN hamein/NN tum/NN sy/NN pyaar/NN hai/NN ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP well/RB done/VBN windiescricket/NN perform/NN pakistani/NN team/NN ver/NN,1.0,positive
890,oldschoolmonk bilkul gener badi naazuk gyi humne engin hostel roo,oldschoolmonk bilkul gener badi naazuk gyi humne engin hostel roo,oldschoolmonk/JJ bilkul/NN gener/NN badi/NN naazuk/JJ gyi/NN humne/NN engin/VBP hostel/NN roo/NN,0.0,neutral
18462,atikaali nyabmahi eparray eimancheema tinkerb youngsmaira maheen sra b,atikaali nyabmahi eparray eimancheema tinkerb youngsmaira maheen sra b,atikaali/NN nyabmahi/JJ eparray/NN eimancheema/NN tinkerb/NN youngsmaira/NN maheen/NN sra/NN b/NN,-1.0,negative
42863,kavita sharma tu nomber one cu ham tumare jitana niche gir sakate dogali,kavita sharma tu nomber one cu ham tumare jitana niche gir sakate dogali,kavita/NNS sharma/VBP tu/JJ nomber/IN one/CD cu/NN ham/NN tumare/NN jitana/NN niche/NN gir/NN sakate/NN dogali/NN,0.0,neutral
32815,roshankrrai really nice champion trophi champion trophi krte,roshankrrai really nice champion trophi champion trophi krte,roshankrrai/NN really/RB nice/JJ champion/NN trophi/NN champion/NN trophi/NN krte/NN,1.0,positive
25967,ashutoshb aajtak sardanarohit sardesairajdeep aroonpurie would love c u republ,ashutoshb aajtak sardanarohit sardesairajdeep aroonpurie would love c u republ,ashutoshb/NN aajtak/NN sardanarohit/VBD sardesairajdeep/JJ aroonpurie/NN would/MD love/VB c/NN u/JJ republ/NN,0.0,neutral
7432,love look aesthet call make us archaic hmmm,love look aesthet call make u archaic hmmm,love/VB look/NN aesthet/IN call/NN make/VBP us/PRP archaic/JJ hmmm/NN,0.0,neutral
3104,amnakasamnaa now jiya way much aisay kaisay chordiya usko police bataya support jiya,amnakasamnaa now jiya way much aisay kaisay chordiya usko police bataya support jiya,amnakasamnaa/RB now/RB jiya/VBZ way/NN much/JJ aisay/VBP kaisay/VBP chordiya/JJ usko/JJ police/NN bataya/VBD support/NN jiya/NN,0.0,neutral
40467,thinktankpmln real option dia sharif khandan tumhari family shakhs bhaga chori,thinktankpmln real option dia sharif khandan tumhari family shakhs bhaga chori,thinktankpmln/NN real/JJ option/NN dia/NN sharif/NN khandan/NN tumhari/VBP family/NN shakhs/NN bhaga/NN chori/NN,0.0,neutral
22041,rt bun candi love one scene kid dinosour cooki everyon els leav cookierun,rt bun candi love one scene kid dinosour cooki everyon el leav cookierun,rt/NN bun/NN candi/NN love/VB one/CD scene/NN kid/VB dinosour/JJ cooki/NN everyon/NN els/NNS leav/VBP cookierun/NN,0.0,neutral
40836,incindia rahul gandhi modi vika jeet,incindia rahul gandhi modi vika jeet,incindia/NN rahul/NN gandhi/NN modi/NN vika/FW jeet/NN,0.0,neutral
17805,chitraaum padhare aagan itni garmi app logo nice see ahmadab,chitraaum padhare aagan itni garmi app logo nice see ahmadab,chitraaum/NN padhare/NN aagan/JJ itni/JJ garmi/NN app/NN logo/NN nice/JJ see/NN ahmadab/NN,0.0,neutral
20230,bodubd amitjaiswa congress haar jane pr anek logo mansik santulan bigad he one ÿ ˜ ‚ ÿ ˜ ‚,bodubd amitjaiswa congress haar jane pr anek logo mansik santulan bigad he one ÿ ˜ ‚ ÿ ˜ ‚,bodubd/NN amitjaiswa/VBZ congress/JJ haar/JJ jane/NN pr/NN anek/NN logo/NN mansik/NN santulan/NN bigad/IN he/PRP one/CD ÿ/NN ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NN,1.0,positive
32014,theskindoctor are doctor bhaiii level infinityyy kahaaa laaate hooo sir aisaaa content ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ salut u,theskindoctor be doctor bhaiii level infinityyy kahaaa laaate hooo sir aisaaa content ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚ salut u,theskindoctor/NN are/VBP doctor/JJ bhaiii/JJ level/NN infinityyy/NN kahaaa/NN laaate/NN hooo/NN sir/NN aisaaa/NN content/NN ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP salut/NN u/NN,1.0,positive
10085,md gujjarr budget properli divid tabtak isii trha jugaar pr chalta rhi ga mulk,md gujjarr budget properli divid tabtak isii trha jugaar pr chalta rhi ga mulk,md/JJ gujjarr/NN budget/NN properli/NN divid/NN tabtak/NN isii/NN trha/NN jugaar/NN pr/NN chalta/NN rhi/NN ga/NN mulk/NN,0.0,neutral
7786,bapu ji last work gain miniorti trust but chant hey ram till last breath build ram m,bapu ji last work gain miniorti trust but chant hey ram till last breath build ram m,bapu/NN ji/NN last/JJ work/NN gain/NN miniorti/JJ trust/NN but/CC chant/NN hey/NN ram/VBP till/NN last/JJ breath/NN build/NN ram/NN m/NN,1.0,positive
29608,asli sapna rajnath singh know well,asli sapna rajnath singh know well,asli/NN sapna/NN rajnath/NN singh/NN know/VBP well/RB,1.0,positive
20362,sunei bjp ke spoke person rsprasad ravi shankar parsad tho media par bjp dalali,sunei bjp ke speak person rsprasad ravi shankar parsad tho medium par bjp dalali,sunei/NN bjp/NN ke/VBD spoke/VBD person/NN rsprasad/JJ ravi/NN shankar/NN parsad/NN tho/JJ media/NNS par/NN bjp/NN dalali/NN,0.0,neutral
